Restaurant ID,Restaurant Name,Restaurant Name Length,Address,Address Length,Cuisines,Cuisine Count,Has Table booking,Has Table Booking (encoded),Has Online delivery,Has Online Delivery (encoded),Is delivering now,Is Delivering Now (encoded),Switch to order menu,Switch To Order Menu (encoded),Price range,Aggregate rating
6600379,Sushi Loko,10,"SCS 213, Bloco C, Loja 35, Asa Sul, Bras�_lia",45,Japanese,1,No,0,No,0,No,0,No,0,3,3.1
6600214,Beirute,7,"CLS 109, Bloco A, Loja 2/6, Asa Sul, Bras�_lia",46,Arabian,1,No,0,No,0,No,0,No,0,3,3.7
6601218,New Koto,8,"SCS 212, Bloco B, Loja 26, Asa Sul, Bras�_lia",45,Japanese,1,No,0,No,0,No,0,No,0,4,3.7
6600060,Sandubas Caf��,14,"Edif�_cio Jos�� Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Bras�_lia",67,"Brazilian, Cafe",2,No,0,No,0,No,0,No,0,1,0.0
6600083,Villa Tevere,12,"CLS 115, Bloco A, Loja 2, Asa Sul, Bras�_lia",44,Italian,1,No,0,No,0,No,0,No,0,4,4.1
6601515,Rovereto,8,"Rua 13 Norte, Lote 4, �guas Claras, Bras�_lia",45,Pizza,1,No,0,No,0,No,0,No,0,4,3.1
6601361,Buena Carne,11,"Avenida Arauc��rias, 1325, Loja 19, �guas Claras, Bras�_lia",59,"Bar Food, Brazilian",2,No,0,No,0,No,0,No,0,3,3.6
6601602,Taco Pep,8,"Vila Malls, Avenida das Castanheiras, Lote 1060, �guas Claras, Bras�_lia",72,"Mexican, Grill",2,No,0,No,0,No,0,No,0,4,4.3
6601589,Coco Bambu,10,"Bras�_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Bras�_lia",65,International,1,No,0,No,0,No,0,No,0,4,4.2
6601862,Tayp��,6,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Bras�_lia",64,"Peruvian, Latin American",2,No,0,No,0,No,0,No,0,4,3.6
6601595,Outback Steakhouse,18,"ParkShopping - Piso 2, SAI/SO, �rea 6580, Guar�� I, Bras�_lia",61,"American, Grill",2,No,0,No,0,No,0,No,0,4,4.0
6601158,Manzu��,7,"Pont��o Lago Sul, SHIS 10, Lote 9, Lago Sul, Bras�_lia",54,Seafood,1,No,0,No,0,No,0,No,0,4,3.2
6600427,Coco Bambu,10,"SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Bras�_lia",73,International,1,No,0,No,0,No,0,No,0,4,4.9
6600116,Gero,4,"Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Bras�_lia",68,Italian,1,No,0,No,0,No,0,No,0,4,3.3
6601457,Brazilian American Burgers,26,"CLSN 301, Bloco C, Loja 86, Sudoeste, Bras�_lia",47,"American, Burger",2,No,0,No,0,No,0,No,0,2,3.6
7303219,Pesqueiro Eco Gourmet,21,"Praia da Barra da Tijuca, Avenida L�_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",88,"Seafood, Bar Food, Brazilian",3,No,0,No,0,No,0,No,0,4,4.0
7304307,Confeitaria Colombo,19,"Rua Gon�_alves Dias, 32, Centro, Rio de Janeiro",47,"Desserts, Cafe",2,No,0,No,0,No,0,No,0,4,4.8
7301215,Bibi,4,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",45,"Juices, Healthy Food",2,No,0,No,0,No,0,No,0,3,4.7
7300596,Cervantes,9,"Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro",55,"Beverages, Bar Food, Fast Food",3,No,0,No,0,No,0,No,0,3,4.5
7300612,Amir,4,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",54,Lebanese,1,No,0,No,0,No,0,No,0,4,4.2
7300704,TT Burger,9,"Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro",69,Burger,1,No,0,No,0,No,0,No,0,3,4.8
7300955,Braseiro da G��vea,18,"Pra�_a Santos Dumont, 116, G��vea, Rio de Janeiro",49,"Brazilian, Bar Food",2,No,0,No,0,No,0,No,0,4,4.9
7300521,Balada Mix,10,"Rua An�_bal de Mendon�_a, 37, Ipanema, Rio de Janeiro",53,"Brazilian, Healthy Food, Juices, Pizza",4,No,0,No,0,No,0,No,0,3,4.6
7300515,Garota de Ipanema,17,"Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",51,"Brazilian, Bar Food",2,No,0,No,0,No,0,No,0,4,4.9
7300483,Zaz�� Bistr�� Tropical,22,"Rua Joana Ang��lica, 40, Ipanema, Rio de Janeiro",48,Brazilian,1,No,0,No,0,No,0,No,0,4,4.6
7301064,Fil�� de Ouro,13,"Rua Jardim Bot��nico, 731, Jardim Bot��nico, Lagoa, Rio de Janeiro",66,Brazilian,1,No,0,No,0,No,0,No,0,3,4.3
7304312,D.O.C Ristorante,16,"Le Monde, Bloco 3, Lojas A/B, Avenida das Am��ricas, 3500, Barra da Tijuca, Rio de Janeiro",90,Italian,1,No,0,No,0,No,0,No,0,4,4.0
7300004,Sushi Leblon,12,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",46,Japanese,1,No,0,No,0,No,0,No,0,4,4.6
7300868,Talho Capixaba,14,"Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",67,"Bakery, Sandwich, Brazilian",3,No,0,No,0,No,0,No,0,4,4.4
7302637,Leme Light,10,"Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro",46,Brazilian,1,No,0,No,0,No,0,No,0,2,4.2
7302140,Shirley,7,"Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",46,"Brazilian, Seafood",2,No,0,No,0,No,0,No,0,4,4.2
7305048,Quiosque Chopp Brahma,21,"Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ",97,"Bar Food, Brazilian",2,No,0,No,0,No,0,No,0,3,0.0
7302898,Apraz�_vel,10,"Rua Apraz�_vel, 62, Santa Teresa, Rio de Janeiro",48,Brazilian,1,No,0,No,0,No,0,No,0,4,4.7
7302859,Aconchego Carioca,17,"Rua Bar��o de Iguatemi, 379, Tijuca, Rio de Janeiro",51,"Brazilian, Bar Food",2,No,0,No,0,No,0,No,0,3,4.6
7301700,Garota de Ipanema,17,"Avenida Jo��o Alves, 56, Urca, Rio de Janeiro",45,"Brazilian, Bar Food",2,No,0,No,0,No,0,No,0,3,4.3
6706313,Cantina Famiglia Mancini,24,"Rua Avanhandava, 81, Bela Vista, S��o Paulo 10000",49,"Italian, Pizza",2,No,0,No,0,No,0,No,0,4,4.5
6704326,Templo da Carne - Marcos Bassi,30,"Rua Treze de Maio, 668, Bela Vista, S��o Paulo 01327000",55,"Steak, BBQ",2,No,0,No,0,No,0,No,0,4,4.4
6711179,Gopala Hari,11,"Rua Antonio Carlos, 429, Consola�_��o, S��o Paulo",49,Indian,1,No,0,No,0,No,0,No,0,3,3.1
6702797,Jiquitaia,9,"Rua Ant��nio Carlos, 268, Consola�_��o, S��o Paulo",50,Brazilian,1,No,0,No,0,No,0,No,0,4,4.1
6700475,Skye - Hotel Unique,19,"Hotel Unique, Avenida Brigadeiro Lu�_s Ant��nio, 4700, Jardim Paulista, S��o Paulo",82,"Beverages, International",2,No,0,No,0,No,0,No,0,4,4.8
6713413,Les 3 Brasseurs,15,"Rua Jesu�_no Arruda, 470, Itaim Bibi, S��o Paulo",48,"French, Brazilian, Beverages",3,No,0,No,0,No,0,No,0,4,4.6
6714340,Red Steak & Burger,18,"Rua Tabapu��, 1417, Itaim Bibi, S��o Paulo",42,"Brazilian, Grill",2,No,0,No,0,No,0,No,0,3,3.9
6710645,Cantinho da Gula,16,"Rua Pedroso Alvarenga, 522, Itaim Bibi, S��o Paulo, SP",54,Brazilian,1,No,0,No,0,No,0,No,0,2,0.0
6700402,Paris 6 Classique,17,"Rua Haddock Lobo, 1240, Cerqueira C��sar, Jardim Paulista, S��o Paulo",69,French,1,No,0,No,0,No,0,No,0,4,3.4
6700846,Kawa Sushi,10,"Alameda Lorena, 300, Jardim Paulista, S��o Paulo",48,"Sushi, Japanese",2,No,0,No,0,No,0,No,0,4,3.5
6702159,A Figueira Rubaiyat,19,"Rua Haddock Lobo, 1738, Cerqueira C��sar, Jardim Paulista, S��o Paulo 10000",75,"BBQ, Grill, Brazilian",3,No,0,No,0,No,0,No,0,4,4.3
6711666,Kinoshita,9,"Rua Jacques F��lix, 405, Vila Nova Concei�_��o, Moema, S��o Paulo",65,Sushi,1,No,0,No,0,No,0,No,0,4,3.9
6701257,Meats,5,"Rua dos Pinheiros, 320, Pinheiros, S��o Paulo",45,"Gourmet Fast Food, Burger",2,No,0,No,0,No,0,No,0,4,4.3
6706211,Paribar,7,"Pra�_a Dom Jos�� Gaspar, 42, Rep�_blica, S��o Paulo 10000",57,"Brazilian, Italian",2,No,0,No,0,No,0,No,0,4,4.3
6705858,Terra�_o It��lia,16,"Edif�_cio It��lia - 41�� Andar, Avenida Ipiranga, 344, Rep�_blica, S��o Paulo",77,Italian,1,No,0,No,0,No,0,No,0,4,4.4
6701419,Divino Fog��o,13,"Shopping Metr�� Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, S��o Paulo",92,"Brazilian, Mineira",2,No,0,No,0,No,0,No,0,3,0.0
6703956,Super Grill,11,"Shopping Morumbi - Piso Lazer, Avenida Roque Petroni J�_nior, 1089, Santo Amaro, S��o Paulo",91,Brazilian,1,No,0,No,0,No,0,No,0,2,0.0
6709580,Esquina Mocot�_,15,"Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, S��o Paulo",76,"Brazilian, North Eastern",2,No,0,No,0,No,0,No,0,4,4.4
6703176,Veloso,6,"Rua Concei�_��o Veloso, 56, Vila Mariana, S��o Paulo",52,"Brazilian, Bar Food, Beverages",3,No,0,No,0,No,0,No,0,3,4.6
6713772,Sainte Marie Gastronomia,24,"Rua Dom Jo��o Batista da Costa, 70, Vila S��nia, S��o Paulo",59,"Lebanese, Arabian",2,No,0,No,0,No,0,No,0,4,4.1
17284404,Austin's BBQ and Oyster Bar,27,"2820 Meredyth Dr, Albany, GA 31707",34,"BBQ, Burger, Seafood",3,No,0,No,0,No,0,No,0,2,3.3
17284203,BJ's Country Buffet,19,"2401 Dawson Rd, Albany, GA 31707",32,"American, BBQ",2,No,0,No,0,No,0,No,0,1,3.3
17284105,Cookie Shoppe,13,"115 N Jackson St, Albany, GA 31701",34,Not Specified,1,No,0,No,0,No,0,No,0,1,3.4
17284302,El Vaquero Mexican Restaurant,29,"2700 Dawson Rd, Albany, GA 31707",32,Mexican,1,No,0,No,0,No,0,No,0,1,3.4
17284397,Elements Coffee Co - Northwest,30,"2726 Ledo Rd Ste 10, Albany, GA 31707",37,"Coffee and Tea, Sandwich",2,No,0,No,0,No,0,No,0,1,3.4
17284211,Pearly's Famous Country Cookng,30,"814 N Slappey Blvd, Albany, GA 31701",36,Not Specified,1,No,0,No,0,No,0,No,0,1,3.4
17284094,Chick-fil-A,11,"2703 Dawson Rd, Albany, GA 31707",32,Fast Food,1,No,0,No,0,No,0,No,0,1,3.5
17284409,Guang Zhou Chinese Restaurant,29,"1214 N Westover Blvd, Albany, GA 31707",38,"Asian, Chinese, Vegetarian",3,No,0,No,0,No,0,No,0,1,3.9
17284139,Harvest Moon,12,"2347 Dawson Road, Albany, GA 31707",34,"Pizza, Bar Food, Sandwich",3,No,0,No,0,No,0,No,0,2,3.7
17284403,Henry Campbell's Steakhouse,27,"629 N. Westover Blvd, Albany, GA 31707",38,"Steak, Tapas, Bar Food",3,No,0,No,0,No,0,No,0,4,3.5
17284145,Hong Kong Cafe,14,"2700 Dawson Rd, Albany, GA 31707",32,"Chinese, Seafood, Vegetarian",3,No,0,No,0,No,0,No,0,2,3.6
17284150,House of China Restaurant II,28,"2526 Dawson Rd Ste A, Albany, GA 31707",38,Chinese,1,No,0,No,0,No,0,No,0,1,3.8
17284158,Jimmie's Hot Dogs,17,"204 S Jackson St, Albany, GA 31701",34,Not Specified,1,No,0,No,0,No,0,No,0,1,3.9
17284175,Locos Grill & Pub,17,"547 N Westover Blvd, Albany, GA 31707",37,"American, Burger, Sandwich",3,No,0,No,0,No,0,No,0,2,3.5
17284179,Longhorn Steakhouse,19,"2733 Dawson Rd, Albany, GA 31707",32,"American, Steak",2,No,0,No,0,No,0,No,0,2,3.5
17284197,Mikata Japanese Steakhouse,26,"2610 Dawson Rd, Albany, GA 31707",32,"Japanese, Steak, Sushi",3,No,0,No,0,No,0,No,0,3,3.6
17284241,Shogun Japanese Steak House,27,"629 N Westover Blvd, Albany, GA 31707",37,"Japanese, Steak, Sushi",3,No,0,No,0,No,0,No,0,3,3.5
17284390,The Catch Seafood Room & Oyster Bar,35,"2332 Whispering Pines Road, Albany, GA 31707",44,"Seafood, Tapas, Bar Food",3,No,0,No,0,No,0,No,0,3,3.8
17284279,Villa Gargano,13,"1604 N Slappey Blvd, Albany, GA 31701",37,"Italian, Pizza",2,No,0,No,0,No,0,No,0,1,3.7
17284364,3 Squares Diner,15,"202 W Franklin St, Sylvester, GA 31791",38,"American, Breakfast, Diner",3,No,0,No,0,No,0,No,0,1,3.4
16611114,Whitebull Hotel,15,"117 Marsh St, Armidale, NSW",27,"Bar Food, Steak",2,No,0,No,0,No,0,No,0,2,3.5
17293281,Last Resort Grill,17,"184 W Clayton St, Athens, GA 30601",34,"American, Southern, Southwestern",3,No,0,No,0,No,0,No,0,3,4.5
17293301,Mama's Boy Restaurant,21,"197 Oak St, GA 30601",20,Southern,1,No,0,No,0,No,0,No,0,1,4.5
17293409,Sr. Sol 1,9,"175 Tallassee Rd, Athens, GA 30606",34,Mexican,1,No,0,No,0,No,0,No,0,1,4.6
17293163,Choo Choo Eastside,18,"1055 Gaines School Rd Ste 100, Athens, GA 30605",47,"Japanese, Korean",2,No,0,No,0,No,0,No,0,1,3.9
17293228,The Grill,9,"171 College Ave, Athens, GA 30601",33,"Breakfast, Burger, Sandwich",3,No,0,No,0,No,0,No,0,1,3.7
17293880,Big City Bread Cafe,19,"393 N Finley St, Athens, GA 30601",33,"Breakfast, Sandwich",2,No,0,No,0,No,0,No,0,1,4.3
17293169,Clocked,7,"259 W Washington St, Athens, GA 30601",37,"American, Burger, Sandwich",3,No,0,No,0,No,0,No,0,1,4.2
17293186,DePalma's Italian Cafe - Downtown,33,"401 E Broad St, Athens, GA 30601",32,"American, Italian, Pizza",3,No,0,No,0,No,0,No,0,2,4.0
17293180,DePalma's Italian Cafe - East Side,34,"1965 Barnett Shoals Rd, Athens, GA 30605",40,"American, Italian, Pizza",3,No,0,No,0,No,0,No,0,2,4.1
17293205,Five & Ten,10,"1073 South Milledge Ave, Athens, GA 30605",41,American,1,No,0,No,0,No,0,No,0,3,4.3
17293229,Grit,4,"199 Prince Ave, Athens, GA 30601",32,"International, Southern, Vegetarian",3,No,0,No,0,No,0,No,0,1,4.2
17293897,Ike & Jane,10,"1307 Prince Ave, Athens, GA 30606",33,Sandwich,1,No,0,No,0,No,0,No,0,1,4.1
17293273,La Dolce Vita Ristorante,24,"323 E Broad St, Athens, GA 30601",32,Italian,1,No,0,No,0,No,0,No,0,3,4.1
17293870,Shokitini,9,"251 W Clayton St, Athens, GA 30601",34,"Asian, Japanese, Sushi",3,No,0,No,0,No,0,No,0,2,4.2
17293877,Taqueria Del Sol,16,"334 Prince Ave, Athens, GA 30601",32,"Mexican, Spanish",2,No,0,No,0,No,0,No,0,1,4.1
17293890,The National,12,"232 W. Hancock Ave., Athens, GA 30601",37,"International, Southern",2,No,0,No,0,No,0,No,0,3,4.1
17293915,The Royal Peasant,17,"1675 S. Lumpkin St., Athens, GA 30606",37,Bar Food,1,No,0,No,0,No,0,No,0,1,4.4
17293422,Transmetropolitan,17,"145 E Clayton St, Athens, GA 30601",34,"Italian, Pizza, Sandwich",3,No,0,No,0,No,0,No,0,1,4.4
17293873,Trappeze Pub,12,"269 N Hull St, Athens, GA 30601",31,"Burger, Bar Food",2,No,0,No,0,No,0,No,0,2,4.2
17294014,Viva! Argentine Cuisine,23,"247 Prince Ave, Athens, GA 30601",32,"Desserts, Latin American, Argentine",3,No,0,No,0,No,0,No,0,1,4.1
17294556,Miyabi Kyoto Japanese Steak House,33,"1315 Augusta West Pkwy, Augusta, GA 30909",41,"Chinese, Steak",2,No,0,No,0,No,0,No,0,3,4.6
17294607,Rae's Coastal Cafe,18,"3208 W Wimbledon Dr, Augusta, GA 30909",38,"American, Caribbean, Seafood",3,No,0,No,0,No,0,No,0,3,4.9
17294279,The Bee's Knees,15,"211 10th Street, Augusta, GA 30901",34,"International, Tapas, Vegetarian",3,No,0,No,0,No,0,No,0,2,4.5
17294300,Boll Weevil Cafe,16,"10 9th St, Augusta, GA 30901",28,"Desserts, Sandwich, Southern",3,No,0,No,0,No,0,No,0,1,3.9
17295215,Farmhaus Burger,15,"1204 Broad St, Augusta, GA 30901",32,"American, Burger",2,No,0,No,0,No,0,No,0,2,3.9
17295028,Manuel's Bread Cafe,19,"505 Railroad Ave, North Augusta, GA 29841",41,"Breakfast, French",2,No,0,No,0,No,0,No,0,3,3.8
17294642,Sconyers Bar B Que,18,"2250 Sconyers Way, Augusta, GA 30906",36,BBQ,1,No,0,No,0,No,0,No,0,2,3.5
17295109,Frog Hollow Tavern,18,"1282 broad street, Augusta, GA 30901",36,American,1,No,0,No,0,No,0,No,0,3,4.3
17294441,Giuseppe's Pizza & Italian Specialities,39,"3690 Wheeler Rd, Augusta, GA 30909",34,"Desserts, Italian, Pizza",3,No,0,No,0,No,0,No,0,2,4.1
17294552,Mellow Mushroom,15,"1167 Broad St, Augusta, GA 30901",32,"Italian, Pizza, Sandwich",3,No,0,No,0,No,0,No,0,2,4.4
17294565,Nacho Mamas Burritos,20,"976 Broad St, Augusta, GA 30901",31,Mexican,1,No,0,No,0,No,0,No,0,1,4.0
17294623,Rhinehart's Oyster Bar,22,"3051 Washington Rd, Augusta, GA 30907",37,"Bar Food, Sandwich, Seafood",3,No,0,No,0,No,0,No,0,2,4.0
17294712,Takosushi,9,"437 Highland Ave, Augusta, GA 30909",35,"Mexican, Southwestern, Sushi",3,No,0,No,0,No,0,No,0,3,4.2
17295033,The Chop House,14,"Augusta Mall, Augusta, GA 30909",31,Steak,1,No,0,No,0,No,0,No,0,3,4.0
17295069,The Taj of India,16,"502 Furys Ferry Rd, Augusta, GA 30907",37,Indian,1,No,0,No,0,No,0,No,0,2,4.0
17294261,Augsburg Haus,13,"4460 Washington Road, Evans, GA 30809",37,German,1,No,0,No,0,No,0,No,0,2,3.9
17295115,Pho Bac,7,"4300 Towne Centre, Evans, GA 30809",34,Vietnamese,1,No,0,No,0,No,0,No,0,1,4.1
17294836,Rhinehart's Oyster Bar,22,"303 North Bel Air Rd, Evans, GA 30809",37,"Burger, Seafood",2,No,0,No,0,No,0,No,0,2,4.0
17294850,Thai Kitchen,12,"4357 Washington Road, Evans, GA 30809",37,Thai,1,No,0,No,0,No,0,No,0,3,4.3
17294883,El Kiosco Mexican Restaurant,28,"5174 Wrightsboro Rd, Grovetown, GA 30813",40,Mexican,1,No,0,No,0,No,0,No,0,1,4.2
16608864,Taste of Balingup,17,"63 South Western Hwy, Balingup, WA",34,Modern Australian,1,No,0,No,0,No,0,No,0,2,3.2
16604911,Bridge Road Brewers,19,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",55,"Pizza, Bar Food",2,No,0,No,0,No,0,No,0,2,4.6
17303465,Bardenay,8,"610 W Grove St, Boise, ID 83702",31,"American, Bar Food",2,No,0,No,0,No,0,No,0,2,4.5
17303642,Flatbread Neapolitan Pizzeria,29,"800 W Main Suite 230, Boise, ID 83702",37,"Italian, Pizza",2,No,0,No,0,No,0,No,0,2,4.6
17303670,Goldy's Breakfast Bistro,24,"108 S Capitol Blvd, Boise, ID 83702",35,"Breakfast, Sandwich",2,No,0,No,0,No,0,No,0,2,4.5
17303545,Chandlers Steakhouse,20,"981 W Grove St, Boise, ID 83702",31,"American, Seafood, Steak",3,No,0,No,0,No,0,No,0,4,3.9
17303655,Bar Gernika Basque Pub & Eatery,31,"202 S Capitol Blvd, Boise, ID 83702",35,"European, Spanish",2,No,0,No,0,No,0,No,0,1,4.3
17304691,Barbacoa Restaurant,19,"276 Bobwhite Ct, Boise, ID 83706",32,"Latin American, Steak",2,No,0,No,0,No,0,No,0,4,4.1
17303478,Big Jud's,9,"1289 Protest Rd, Boise, ID 83706",32,"American, Burger, Sandwich",3,No,0,No,0,No,0,No,0,1,4.2
17303480,Bittercreek Ale House,21,"246 N 8th St, Boise, ID 83702",29,"American, Bar Food",2,No,0,No,0,No,0,No,0,2,4.3
17304733,Boise Fry Company,17,"204 N Capitol Blvd, Boise, ID 83702",35,"American, Burger",2,No,0,No,0,No,0,No,0,1,4.4
17303646,Flying Pie Pizzaria,19,"6508 W Fairview Ave, Boise, ID 83704",36,Pizza,1,No,0,No,0,No,0,No,0,2,4.1
17304929,Fork,4,"199 N 8th St, Boise, ID 83702",29,"American, Burger",2,No,0,No,0,No,0,No,0,2,4.4
17303684,Guido's Original New York Style Pizza,37,"235 N 5th St, Boise, ID 83702",29,Pizza,1,No,0,No,0,No,0,No,0,1,4.3
17303772,Los Beto's,10,"5220 W Fairview Ave, Boise, ID 83706",36,Mexican,1,No,0,No,0,No,0,No,0,1,4.4
17305123,Lucianos Italian Restaurant,27,"11 N Orchard St, Boise, ID 83706",32,"Italian, Seafood, Vegetarian",3,No,0,No,0,No,0,No,0,2,4.4
17303787,Mai Thai Restaurant,19,"750 W Idaho St, Boise, ID 83702",31,"Sushi, Thai",2,No,0,No,0,No,0,No,0,3,4.0
17303990,Shige Japanese Cuisine,22,"100 N 8th St, Boise, ID 83702",29,"Japanese, Sushi, Teriyaki",3,No,0,No,0,No,0,No,0,2,4.1
17304741,The Egg Factory,15,"8061 W Fairview Ave, Boise, ID 83704",36,Breakfast,1,No,0,No,0,No,0,No,0,1,4.3
17304726,Tucanos,7,"1388 S Entertainment Ave, Boise, ID 83709",41,Brazilian,1,No,0,No,0,No,0,No,0,3,4.0
17304486,Texas Roadhouse,15,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",49,"American, BBQ, Steak",3,No,0,No,0,No,0,No,0,2,4.0
17304533,Brick 29,8,"320 11th Avenue S, Nampa, ID 83651",34,American,1,No,0,No,0,No,0,No,0,3,4.4
